schema	term	status	dats_key_description	sdo_id	sdo_type	sdo_prop_description	sdo_prop_domain	sdo_prop_range	remapped_from
instrument_schema.json	relatedIdentifiers	Remapped	Related identifiers for the instrument.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
instrument_schema.json	type	Remapped	The type of the instrument/technology.	sdo:Property					date_info_sdo_context.jsonld
license_schema.json	alternateIdentifiers	Remapped		sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
license_schema.json	relatedIdentifiers	Remapped		sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
license_schema.json	dates	Remapped	Relevant dates, such as the date of the license was issued, may be provided.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
license_schema.json	creators	Remapped	The person(s) or organization(s) responsible for writing the license.	sdo:creator	sdo:Thing	The creator/author of this CreativeWork. This is the same as the Author property for CreativeWork.	http://schema.org/CreativeWork, http://schema.org/UserComments	http://schema.org/Organization, http://schema.org/Person	dataset_sdo_context.jsonld
material_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the material.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
material_schema.json	relatedIdentifiers	Remapped	Related identifiers for the material.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
material_schema.json	dates	Remapped	Relevant dates, such as the date when the material was harvested, may be provided.	sdo:temporalCoverage	sdo:DigitalDocumentPermissionType	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
molecular_entity_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the molecular entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
molecular_entity_schema.json	relatedIdentifiers	Remapped	Related identifiers for the molecular entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
molecular_entity_schema.json	description	Remapped	A textual narrative comprised of one or more statements describing the molecular entity.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	data_standard_sdo_context.jsonld
molecular_entity_schema.json	roles	Remapped	The roles played by the molecular entity.	sdo:roleName		A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.	http://schema.org/Role	http://schema.org/Text, http://schema.org/URL	material_sdo_context.jsonld
molecular_entity_schema.json	dates	Remapped	Relevant dates for the molecular entity, a date must be added, e.g. creation date, annotation date or last modification date should be added. a type should always be provided	sdo:temporalCoverage	@id	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
organization_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the organization.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
organization_schema.json	relatedIdentifiers	Remapped	Related identifiers for the organization.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
person_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the person.	sdo:identifier		"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
person_schema.json	relatedIdentifiers	Remapped	Related identifiers for the person.	sdo:identifier		"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
place_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the place.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
place_schema.json	relatedIdentifiers	Remapped	Related identifiers for the place.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
publication_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the publication.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
publication_schema.json	relatedIdentifiers	Remapped	Related identifiers for the publication.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
publication_schema.json	dates	Remapped	Relevant dates, the date of the publication must be provided.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
publication_schema.json	licenses	Remapped	The terms of use of the publication.	sdo:license		A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	data_standard_sdo_context.jsonld
related_identifier_info_schema.json	identifierSource	Remapped	The identifier source represents information about the organisation/namespace responsible for minting the identifiers. It must be provided if the identifier is provided.	sdo:Property	sdo:Text				identifier_info_sdo_context.jsonld
software_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the software.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
software_schema.json	relatedIdentifiers	Remapped	Related identifiers for the software.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
software_schema.json	dates	Remapped	Relevant dates, e.g. the release date of the software, may be provided.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
study_group_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the study group.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
study_group_schema.json	relatedIdentifiers	Remapped		sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
study_group_schema.json	size	Remapped	The number of members in the group.	sdo:contentSize	sdo:Text	File size in (mega/kilo) bytes.	http://schema.org/MediaObject	http://schema.org/Text	dataset_distribution_sdo_context.jsonld
study_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
study_schema.json	relatedIdentifiers	Remapped	Related identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
study_schema.json	startDate	Remapped	A timestamp to record the starting point of the activity.	sdo:startTime	sdo:DateTime	The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	data_acquisition_sdo_context.jsonld
study_schema.json	endDate	Remapped	A timestamp to record the end point of the activity.	sdo:endTime	sdo:DateTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	data_acquisition_sdo_context.jsonld
study_schema.json	dates	Remapped	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:DateTime	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
study_schema.json	location	Remapped	The location where the activity takes place.	sdo:location	sdo:Thing	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization	http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text, http://schema.org/VirtualLocation	data_acquisition_sdo_context.jsonld
study_schema.json	performedBy	Remapped	The person(s) or organisation(s) responsible for executing the process.	sdo:agent	sdo:Thing	The direct performer or driver of the action (animate or inanimate). e.g. <em>John</em> wrote a book.	http://schema.org/Action	http://schema.org/Organization, http://schema.org/Person	data_acquisition_sdo_context.jsonld
taxonomic_info_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the organism.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
taxonomic_info_schema.json	relatedIdentifiers	Remapped	Related identifiers for the organism.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
treatment_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
treatment_schema.json	relatedIdentifiers	Remapped	Related identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
treatment_schema.json	dates	Remapped	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:DateTime	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
treatment_schema.json	location	Remapped	The location where the activity takes place.	sdo:location	sdo:Thing	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization	http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text, http://schema.org/VirtualLocation	data_acquisition_sdo_context.jsonld
treatment_schema.json	performedBy	Remapped	The person(s) or organisation(s) responsible for executing the process.	sdo:agent	sdo:Thing	The direct performer or driver of the action (animate or inanimate). e.g. <em>John</em> wrote a book.	http://schema.org/Action	http://schema.org/Organization, http://schema.org/Person	data_acquisition_sdo_context.jsonld
